filename,sample,group,round2plate,round1index,metadata
16S-B-E11-L4,NA,default,B,4,NA
16S-B-F11-L4,NA,default,B,4,NA
16S-B-G11-L4,NA,default,B,4,NA
16S-B-H11-L4,NA,default,B,4,NA
16S-B-A12-L4,NA,default,B,4,NA
16S-B-B12-L4,NA,default,B,4,NA
16S-B-C12-L4,NA,default,B,4,NA
16S-B-D12-L4,NA,default,B,4,NA
16S-B-E12-L4,NA,default,B,4,NA
16S-B-F12-L4,NA,default,B,4,NA
16S-B-G12-L4,NA,default,B,4,NA
16S-B-H12-L4,NA,default,B,4,NA
16S-B-A1-L5,NA,default,B,5,NA
16S-B-B1-L5,NA,default,B,5,NA
16S-B-C1-L5,NA,default,B,5,NA
16S-B-D1-L5,NA,default,B,5,NA
16S-B-E1-L5,NA,default,B,5,NA
16S-B-F1-L5,NA,default,B,5,NA
16S-B-G1-L5,NA,default,B,5,NA
16S-B-H1-L5,NA,default,B,5,NA
16S-B-A2-L5,NA,default,B,5,NA
16S-B-B2-L5,NA,default,B,5,NA
16S-B-C2-L5,NA,default,B,5,NA
16S-B-D2-L5,NA,default,B,5,NA
16S-B-E2-L5,NA,default,B,5,NA
16S-B-F2-L5,NA,default,B,5,NA
16S-B-G2-L5,NA,default,B,5,NA
16S-B-H2-L5,NA,default,B,5,NA
16S-B-A3-L5,NA,default,B,5,NA
16S-B-B3-L5,NA,default,B,5,NA
16S-B-C3-L5,NA,default,B,5,NA
16S-B-D3-L5,NA,default,B,5,NA
16S-B-E3-L5,NA,default,B,5,NA
16S-B-F3-L5,NA,default,B,5,NA
16S-B-G3-L5,NA,default,B,5,NA
16S-B-H3-L5,NA,default,B,5,NA
16S-B-A4-L5,NA,default,B,5,NA
16S-B-B4-L5,NA,default,B,5,NA
16S-B-C4-L5,NA,default,B,5,NA
16S-B-D4-L5,NA,default,B,5,NA
16S-B-E4-L5,NA,default,B,5,NA
16S-B-F4-L5,NA,default,B,5,NA
16S-B-G4-L5,NA,default,B,5,NA
16S-B-H4-L5,NA,default,B,5,NA
16S-B-A5-L5,NA,default,B,5,NA
16S-B-B5-L5,NA,default,B,5,NA
16S-B-C5-L5,NA,default,B,5,NA
16S-B-D5-L5,NA,default,B,5,NA
16S-B-E5-L5,NA,default,B,5,NA
16S-B-F5-L5,NA,default,B,5,NA
16S-B-G5-L5,NA,default,B,5,NA
16S-B-H5-L5,NA,default,B,5,NA
16S-B-A6-L5,NA,default,B,5,NA
16S-B-B6-L5,NA,default,B,5,NA
16S-B-C6-L5,NA,default,B,5,NA
16S-B-D6-L5,NA,default,B,5,NA
16S-B-E6-L5,NA,default,B,5,NA
16S-B-F6-L5,NA,default,B,5,NA
16S-B-G6-L5,NA,default,B,5,NA
16S-B-H6-L5,NA,default,B,5,NA
16S-B-A7-L5,NA,default,B,5,NA
16S-B-B7-L5,NA,default,B,5,NA
16S-B-C7-L5,NA,default,B,5,NA
16S-B-D7-L5,NA,default,B,5,NA
16S-B-E7-L5,NA,default,B,5,NA
16S-B-F7-L5,NA,default,B,5,NA
16S-B-G7-L5,NA,default,B,5,NA
16S-B-H7-L5,NA,default,B,5,NA
16S-B-A8-L5,NA,default,B,5,NA
16S-B-B8-L5,NA,default,B,5,NA
16S-B-C8-L5,NA,default,B,5,NA
16S-B-D8-L5,NA,default,B,5,NA
16S-B-E8-L5,NA,default,B,5,NA
16S-B-F8-L5,NA,default,B,5,NA
16S-B-G8-L5,NA,default,B,5,NA
16S-B-H8-L5,NA,default,B,5,NA
16S-B-A9-L5,NA,default,B,5,NA
16S-B-B9-L5,NA,default,B,5,NA
16S-B-C9-L5,NA,default,B,5,NA
16S-B-D9-L5,NA,default,B,5,NA
16S-B-E9-L5,NA,default,B,5,NA
16S-B-F9-L5,NA,default,B,5,NA
16S-B-G9-L5,NA,default,B,5,NA
16S-B-H9-L5,NA,default,B,5,NA
16S-B-A10-L5,NA,default,B,5,NA
16S-B-B10-L5,NA,default,B,5,NA
16S-B-C10-L5,NA,default,B,5,NA
16S-B-D10-L5,NA,default,B,5,NA
16S-B-E10-L5,NA,default,B,5,NA
16S-B-F10-L5,NA,default,B,5,NA
16S-B-G10-L5,NA,default,B,5,NA
16S-B-H10-L5,NA,default,B,5,NA
16S-B-A11-L5,NA,default,B,5,NA
16S-B-B11-L5,NA,default,B,5,NA
16S-B-C11-L5,NA,default,B,5,NA
16S-B-D11-L5,NA,default,B,5,NA
16S-B-E11-L5,NA,default,B,5,NA
16S-B-F11-L5,NA,default,B,5,NA
16S-B-G11-L5,NA,default,B,5,NA
16S-B-H11-L5,NA,default,B,5,NA
16S-B-A12-L5,NA,default,B,5,NA
16S-B-B12-L5,NA,default,B,5,NA
16S-B-C12-L5,NA,default,B,5,NA
16S-B-D12-L5,NA,default,B,5,NA
16S-B-E12-L5,NA,default,B,5,NA
16S-B-F12-L5,NA,default,B,5,NA
16S-B-G12-L5,NA,default,B,5,NA
16S-B-H12-L5,NA,default,B,5,NA
16S-B-A1-L6,NA,default,B,6,NA
16S-B-B1-L6,NA,default,B,6,NA
16S-B-C1-L6,NA,default,B,6,NA
16S-B-D1-L6,NA,default,B,6,NA
16S-B-E1-L6,NA,default,B,6,NA
16S-B-F1-L6,NA,default,B,6,NA
16S-B-G1-L6,NA,default,B,6,NA
16S-B-H1-L6,NA,default,B,6,NA
16S-B-A2-L6,NA,default,B,6,NA
16S-B-B2-L6,NA,default,B,6,NA
16S-B-C2-L6,NA,default,B,6,NA
16S-B-D2-L6,NA,default,B,6,NA
16S-B-E2-L6,NA,default,B,6,NA
16S-B-F2-L6,NA,default,B,6,NA
16S-B-G2-L6,NA,default,B,6,NA
16S-B-H2-L6,NA,default,B,6,NA
16S-B-A3-L6,NA,default,B,6,NA
16S-B-B3-L6,NA,default,B,6,NA
16S-B-C3-L6,NA,default,B,6,NA
16S-B-D3-L6,NA,default,B,6,NA
16S-B-E3-L6,NA,default,B,6,NA
16S-B-F3-L6,NA,default,B,6,NA
16S-B-G3-L6,NA,default,B,6,NA
16S-B-H3-L6,NA,default,B,6,NA
16S-B-A4-L6,NA,default,B,6,NA
16S-B-B4-L6,NA,default,B,6,NA
16S-B-C4-L6,NA,default,B,6,NA
16S-B-D4-L6,NA,default,B,6,NA
16S-B-E4-L6,NA,default,B,6,NA
16S-B-F4-L6,NA,default,B,6,NA
16S-B-G4-L6,NA,default,B,6,NA
16S-B-H4-L6,NA,default,B,6,NA
16S-B-A5-L6,NA,default,B,6,NA
16S-B-B5-L6,NA,default,B,6,NA
16S-B-C5-L6,NA,default,B,6,NA
16S-B-D5-L6,NA,default,B,6,NA
16S-B-E5-L6,NA,default,B,6,NA
16S-B-F5-L6,NA,default,B,6,NA
16S-B-G5-L6,NA,default,B,6,NA
16S-B-H5-L6,NA,default,B,6,NA
16S-B-A6-L6,NA,default,B,6,NA
16S-B-B6-L6,NA,default,B,6,NA
16S-B-C6-L6,NA,default,B,6,NA
16S-B-D6-L6,NA,default,B,6,NA
16S-B-E6-L6,NA,default,B,6,NA
16S-B-F6-L6,NA,default,B,6,NA
16S-B-G6-L6,NA,default,B,6,NA
16S-B-H6-L6,NA,default,B,6,NA
16S-B-A7-L6,NA,default,B,6,NA
16S-B-B7-L6,NA,default,B,6,NA
16S-B-C7-L6,NA,default,B,6,NA
16S-B-D7-L6,NA,default,B,6,NA
16S-B-E7-L6,NA,default,B,6,NA
16S-B-F7-L6,NA,default,B,6,NA
16S-B-G7-L6,NA,default,B,6,NA
16S-B-H7-L6,NA,default,B,6,NA
16S-B-A8-L6,NA,default,B,6,NA
16S-B-B8-L6,NA,default,B,6,NA
16S-B-C8-L6,NA,default,B,6,NA
16S-B-D8-L6,NA,default,B,6,NA
16S-B-E8-L6,NA,default,B,6,NA
16S-B-F8-L6,NA,default,B,6,NA
16S-B-G8-L6,NA,default,B,6,NA
16S-B-H8-L6,NA,default,B,6,NA
16S-B-A9-L6,NA,default,B,6,NA
16S-B-B9-L6,NA,default,B,6,NA
16S-B-C9-L6,NA,default,B,6,NA
16S-B-D9-L6,NA,default,B,6,NA
16S-B-E9-L6,NA,default,B,6,NA
16S-B-F9-L6,NA,default,B,6,NA
16S-B-G9-L6,NA,default,B,6,NA
16S-B-H9-L6,NA,default,B,6,NA
16S-B-A10-L6,NA,default,B,6,NA
16S-B-B10-L6,NA,default,B,6,NA
16S-B-C10-L6,NA,default,B,6,NA
16S-B-D10-L6,NA,default,B,6,NA
16S-B-E10-L6,NA,default,B,6,NA
16S-B-F10-L6,NA,default,B,6,NA
16S-B-G10-L6,NA,default,B,6,NA
16S-B-H10-L6,NA,default,B,6,NA
16S-B-A11-L6,NA,default,B,6,NA
16S-B-B11-L6,NA,default,B,6,NA
16S-B-C11-L6,NA,default,B,6,NA
16S-B-D11-L6,NA,default,B,6,NA
16S-B-E11-L6,NA,default,B,6,NA
16S-B-F11-L6,NA,default,B,6,NA
16S-B-G11-L6,NA,default,B,6,NA
16S-B-H11-L6,NA,default,B,6,NA
16S-B-A12-L6,NA,default,B,6,NA
16S-B-B12-L6,NA,default,B,6,NA
16S-B-C12-L6,NA,default,B,6,NA
16S-B-D12-L6,NA,default,B,6,NA
16S-B-E12-L6,NA,default,B,6,NA
16S-B-F12-L6,NA,default,B,6,NA
16S-B-G12-L6,NA,default,B,6,NA
16S-B-H12-L6,NA,default,B,6,NA
16S-B-A1-L7,NA,default,B,7,NA
16S-B-B1-L7,NA,default,B,7,NA
16S-B-C1-L7,NA,default,B,7,NA
16S-B-D1-L7,NA,default,B,7,NA
16S-B-E1-L7,NA,default,B,7,NA
16S-B-F1-L7,NA,default,B,7,NA
16S-B-G1-L7,NA,default,B,7,NA
16S-B-H1-L7,NA,default,B,7,NA
16S-B-A2-L7,NA,default,B,7,NA
16S-B-B2-L7,NA,default,B,7,NA
16S-B-C2-L7,NA,default,B,7,NA
16S-B-D2-L7,NA,default,B,7,NA
16S-B-E2-L7,NA,default,B,7,NA
16S-B-F2-L7,NA,default,B,7,NA
16S-B-G2-L7,NA,default,B,7,NA
16S-B-H2-L7,NA,default,B,7,NA
16S-B-A3-L7,NA,default,B,7,NA
16S-B-B3-L7,NA,default,B,7,NA
16S-B-C3-L7,NA,default,B,7,NA
16S-B-D3-L7,NA,default,B,7,NA
16S-B-E3-L7,NA,default,B,7,NA
16S-B-F3-L7,NA,default,B,7,NA
16S-B-G3-L7,NA,default,B,7,NA
16S-B-H3-L7,NA,default,B,7,NA
16S-B-A4-L7,NA,default,B,7,NA
16S-B-B4-L7,NA,default,B,7,NA
16S-B-C4-L7,NA,default,B,7,NA
16S-B-D4-L7,NA,default,B,7,NA
16S-B-E4-L7,NA,default,B,7,NA
16S-B-F4-L7,NA,default,B,7,NA
16S-B-G4-L7,NA,default,B,7,NA
16S-B-H4-L7,NA,default,B,7,NA
16S-B-A5-L7,NA,default,B,7,NA
16S-B-B5-L7,NA,default,B,7,NA
16S-B-C5-L7,NA,default,B,7,NA
16S-B-D5-L7,NA,default,B,7,NA
16S-B-E5-L7,NA,default,B,7,NA
16S-B-F5-L7,NA,default,B,7,NA
16S-B-G5-L7,NA,default,B,7,NA
16S-B-H5-L7,NA,default,B,7,NA
16S-B-A6-L7,NA,default,B,7,NA
16S-B-B6-L7,NA,default,B,7,NA
16S-B-C6-L7,NA,default,B,7,NA
16S-B-D6-L7,NA,default,B,7,NA
16S-B-E6-L7,NA,default,B,7,NA
16S-B-F6-L7,NA,default,B,7,NA
16S-B-G6-L7,NA,default,B,7,NA
16S-B-H6-L7,NA,default,B,7,NA
16S-B-A7-L7,NA,default,B,7,NA
16S-B-B7-L7,NA,default,B,7,NA
16S-B-C7-L7,NA,default,B,7,NA
16S-B-D7-L7,NA,default,B,7,NA
16S-B-E7-L7,NA,default,B,7,NA
16S-B-F7-L7,NA,default,B,7,NA
16S-B-G7-L7,NA,default,B,7,NA
16S-B-H7-L7,NA,default,B,7,NA
16S-B-A8-L7,NA,default,B,7,NA
16S-B-B8-L7,NA,default,B,7,NA
16S-B-C8-L7,NA,default,B,7,NA
16S-B-D8-L7,NA,default,B,7,NA
16S-B-E8-L7,NA,default,B,7,NA
16S-B-F8-L7,NA,default,B,7,NA
16S-B-G8-L7,NA,default,B,7,NA
16S-B-H8-L7,NA,default,B,7,NA
16S-B-A9-L7,NA,default,B,7,NA
16S-B-B9-L7,NA,default,B,7,NA
16S-B-C9-L7,NA,default,B,7,NA
16S-B-D9-L7,NA,default,B,7,NA
16S-B-E9-L7,NA,default,B,7,NA
16S-B-F9-L7,NA,default,B,7,NA
16S-B-G9-L7,NA,default,B,7,NA
16S-B-H9-L7,NA,default,B,7,NA
16S-B-A10-L7,NA,default,B,7,NA
16S-B-B10-L7,NA,default,B,7,NA
16S-B-C10-L7,NA,default,B,7,NA
16S-B-D10-L7,NA,default,B,7,NA
16S-B-E10-L7,NA,default,B,7,NA
16S-B-F10-L7,NA,default,B,7,NA
16S-B-G10-L7,NA,default,B,7,NA
16S-B-H10-L7,NA,default,B,7,NA
16S-B-A11-L7,NA,default,B,7,NA
16S-B-B11-L7,NA,default,B,7,NA
16S-B-C11-L7,NA,default,B,7,NA
16S-B-D11-L7,NA,default,B,7,NA
16S-B-E11-L7,NA,default,B,7,NA
16S-B-F11-L7,NA,default,B,7,NA
16S-B-G11-L7,NA,default,B,7,NA
16S-B-H11-L7,NA,default,B,7,NA
16S-B-A12-L7,NA,default,B,7,NA
16S-B-B12-L7,NA,default,B,7,NA
16S-B-C12-L7,NA,default,B,7,NA
16S-B-D12-L7,NA,default,B,7,NA
16S-B-E12-L7,NA,default,B,7,NA
16S-B-F12-L7,NA,default,B,7,NA
16S-B-G12-L7,NA,default,B,7,NA
16S-B-H12-L7,NA,default,B,7,NA
16S-C-A1-L0,Jang-A01,JangLab,C,0,3-7-1
16S-C-B1-L0,Jang-B01,JangLab,C,0,3-8-1
16S-C-C1-L0,Jang-C01,JangLab,C,0,1-7-14-1-1
16S-C-D1-L0,Jang-D01,JangLab,C,0,14-1-2
16S-C-E1-L0,Jang-E01,JangLab,C,0,14-1-20
16S-C-F1-L0,Jang-F01,JangLab,C,0,1-7-15-1-1
16S-C-G1-L0,Jang-G01,JangLab,C,0,15-1-3
16S-C-H1-L0,Jang-H01,JangLab,C,0,15-1-10
16S-C-A2-L0,Jang-A02,JangLab,C,0,3-7-2
16S-C-B2-L0,Jang-B02,JangLab,C,0,3-8-2
16S-C-C2-L0,Jang-C02,JangLab,C,0,1-7-15-2-1
16S-C-D2-L0,Jang-D02,JangLab,C,0,15-2-20
16S-C-E2-L0,Jang-E02,JangLab,C,0,15-2-no
16S-C-F2-L0,Jang-F02,JangLab,C,0,1-7-17-2
16S-C-G2-L0,Jang-G02,JangLab,C,0,1-7-17-3
16S-C-H2-L0,Jang-H02,JangLab,C,0,1-7-17-10
16S-C-A3-L0,Jang-A03,JangLab,C,0,3-7-3
16S-C-B3-L0,Jang-B03,JangLab,C,0,3-8-3
16S-C-C3-L0,Jang-C03,JangLab,C,0,3-1-1
16S-C-D3-L0,Jang-D03,JangLab,C,0,3-1-2
16S-C-E3-L0,Jang-E03,JangLab,C,0,3-1-3
16S-C-F3-L0,Jang-F03,JangLab,C,0,3-2-1
16S-C-G3-L0,Jang-G03,JangLab,C,0,3-2-2
16S-C-H3-L0,Jang-H03,JangLab,C,0,3-2-3
16S-C-A4-L0,Jang-A04,JangLab,C,0,3-9-1
16S-C-B4-L0,Jang-B04,JangLab,C,0,3-9-3
16S-C-C4-L0,Jang-C04,JangLab,C,0,3-3-1
16S-C-D4-L0,Jang-D04,JangLab,C,0,3-3-2
16S-C-E4-L0,Jang-E04,JangLab,C,0,3-3-3
16S-C-F4-L0,Jang-F04,JangLab,C,0,3-4-1
16S-C-G4-L0,Jang-G04,JangLab,C,0,3-4-2
16S-C-H4-L0,Jang-H04,JangLab,C,0,3-4-3
16S-C-A5-L0,Jang-A05,JangLab,C,0,3-9-2
16S-C-B5-L0,Jang-B05,JangLab,C,0,blank
16S-C-C5-L0,Jang-C05,JangLab,C,0,3-5-1
16S-C-D5-L0,Jang-D05,JangLab,C,0,3-5-2
16S-C-E5-L0,Jang-E05,JangLab,C,0,3-5-3
16S-C-F5-L0,Jang-F05,JangLab,C,0,3-6-1
16S-C-G5-L0,Jang-G05,JangLab,C,0,3-6-2
16S-C-H5-L0,Jang-H05,JangLab,C,0,3-6-3
16S-C-A6-L0,NA,default,C,0,NA
16S-C-B6-L0,NA,default,C,0,NA
16S-C-C6-L0,NA,default,C,0,NA
16S-C-D6-L0,NA,default,C,0,NA
16S-C-E6-L0,NA,default,C,0,NA
16S-C-F6-L0,NA,default,C,0,NA
16S-C-G6-L0,NA,default,C,0,NA
16S-C-H6-L0,NA,default,C,0,NA
16S-C-A7-L0,NA,default,C,0,NA
16S-C-B7-L0,NA,default,C,0,NA
16S-C-C7-L0,NA,default,C,0,NA
16S-C-D7-L0,NA,default,C,0,NA
16S-C-E7-L0,NA,default,C,0,NA
16S-C-F7-L0,NA,default,C,0,NA
16S-C-G7-L0,NA,default,C,0,NA
16S-C-H7-L0,NA,default,C,0,NA
16S-C-A8-L0,NA,default,C,0,NA
16S-C-B8-L0,NA,default,C,0,NA
16S-C-C8-L0,NA,default,C,0,NA
16S-C-D8-L0,NA,default,C,0,NA
16S-C-E8-L0,NA,default,C,0,NA
16S-C-F8-L0,NA,default,C,0,NA
16S-C-G8-L0,NA,default,C,0,NA
16S-C-H8-L0,NA,default,C,0,NA
16S-C-A9-L0,NA,default,C,0,NA
16S-C-B9-L0,NA,default,C,0,NA
16S-C-C9-L0,NA,default,C,0,NA
16S-C-D9-L0,NA,default,C,0,NA
16S-C-E9-L0,NA,default,C,0,NA
16S-C-F9-L0,NA,default,C,0,NA
16S-C-G9-L0,NA,default,C,0,NA
16S-C-H9-L0,NA,default,C,0,NA
16S-C-A10-L0,NA,default,C,0,NA
16S-C-B10-L0,NA,default,C,0,NA
16S-C-C10-L0,NA,default,C,0,NA
16S-C-D10-L0,NA,default,C,0,NA
16S-C-E10-L0,NA,default,C,0,NA
16S-C-F10-L0,NA,default,C,0,NA
16S-C-G10-L0,NA,default,C,0,NA
16S-C-H10-L0,NA,default,C,0,NA
16S-C-A11-L0,NA,default,C,0,NA
16S-C-B11-L0,NA,default,C,0,NA
16S-C-C11-L0,NA,default,C,0,NA
16S-C-D11-L0,NA,default,C,0,NA
16S-C-E11-L0,NA,default,C,0,NA
16S-C-F11-L0,NA,default,C,0,NA
16S-C-G11-L0,NA,default,C,0,NA
16S-C-H11-L0,NA,default,C,0,NA
16S-C-A12-L0,NA,default,C,0,NA
16S-C-B12-L0,NA,default,C,0,NA
16S-C-C12-L0,NA,default,C,0,NA
16S-C-D12-L0,NA,default,C,0,NA
16S-C-E12-L0,NA,default,C,0,NA
16S-C-F12-L0,NA,default,C,0,NA
16S-C-G12-L0,NA,default,C,0,NA
16S-C-H12-L0,NA,default,C,0,NA
16S-C-A1-L1,NA,default,C,1,NA
16S-C-B1-L1,NA,default,C,1,NA
16S-C-C1-L1,NA,default,C,1,NA
16S-C-D1-L1,NA,default,C,1,NA
16S-C-E1-L1,NA,default,C,1,NA
16S-C-F1-L1,NA,default,C,1,NA
16S-C-G1-L1,NA,default,C,1,NA
16S-C-H1-L1,NA,default,C,1,NA
16S-C-A2-L1,NA,default,C,1,NA
16S-C-B2-L1,NA,default,C,1,NA
16S-C-C2-L1,NA,default,C,1,NA
16S-C-D2-L1,NA,default,C,1,NA
16S-C-E2-L1,NA,default,C,1,NA
16S-C-F2-L1,NA,default,C,1,NA
16S-C-G2-L1,NA,default,C,1,NA
16S-C-H2-L1,NA,default,C,1,NA
16S-C-A3-L1,NA,default,C,1,NA
16S-C-B3-L1,NA,default,C,1,NA
16S-C-C3-L1,NA,default,C,1,NA
16S-C-D3-L1,NA,default,C,1,NA
16S-C-E3-L1,NA,default,C,1,NA
16S-C-F3-L1,NA,default,C,1,NA
16S-C-G3-L1,NA,default,C,1,NA
16S-C-H3-L1,NA,default,C,1,NA
16S-C-A4-L1,NA,default,C,1,NA
16S-C-B4-L1,NA,default,C,1,NA
16S-C-C4-L1,NA,default,C,1,NA
16S-C-D4-L1,NA,default,C,1,NA
16S-C-E4-L1,NA,default,C,1,NA
16S-C-F4-L1,NA,default,C,1,NA
16S-C-G4-L1,NA,default,C,1,NA
16S-C-H4-L1,NA,default,C,1,NA
16S-C-A5-L1,NA,default,C,1,NA
16S-C-B5-L1,NA,default,C,1,NA
16S-C-C5-L1,NA,default,C,1,NA
16S-C-D5-L1,NA,default,C,1,NA
16S-C-E5-L1,NA,default,C,1,NA
16S-C-F5-L1,NA,default,C,1,NA
16S-C-G5-L1,NA,default,C,1,NA
16S-C-H5-L1,NA,default,C,1,NA
16S-C-A6-L1,NA,default,C,1,NA
16S-C-B6-L1,NA,default,C,1,NA
16S-C-C6-L1,NA,default,C,1,NA
16S-C-D6-L1,NA,default,C,1,NA
16S-C-E6-L1,NA,default,C,1,NA
16S-C-F6-L1,NA,default,C,1,NA
16S-C-G6-L1,NA,default,C,1,NA
16S-C-H6-L1,NA,default,C,1,NA
16S-C-A7-L1,NA,default,C,1,NA
16S-C-B7-L1,NA,default,C,1,NA
16S-C-C7-L1,NA,default,C,1,NA
16S-C-D7-L1,NA,default,C,1,NA
16S-C-E7-L1,NA,default,C,1,NA
16S-C-F7-L1,NA,default,C,1,NA
16S-C-G7-L1,NA,default,C,1,NA
16S-C-H7-L1,NA,default,C,1,NA
16S-C-A8-L1,NA,default,C,1,NA
16S-C-B8-L1,NA,default,C,1,NA
16S-C-C8-L1,NA,default,C,1,NA
16S-C-D8-L1,NA,default,C,1,NA
16S-C-E8-L1,NA,default,C,1,NA
16S-C-F8-L1,NA,default,C,1,NA
16S-C-G8-L1,NA,default,C,1,NA
16S-C-H8-L1,NA,default,C,1,NA
16S-C-A9-L1,NA,default,C,1,NA
16S-C-B9-L1,NA,default,C,1,NA
16S-C-C9-L1,NA,default,C,1,NA
16S-C-D9-L1,NA,default,C,1,NA
16S-C-E9-L1,NA,default,C,1,NA
16S-C-F9-L1,NA,default,C,1,NA
16S-C-G9-L1,NA,default,C,1,NA
16S-C-H9-L1,NA,default,C,1,NA
16S-C-A10-L1,NA,default,C,1,NA
16S-C-B10-L1,NA,default,C,1,NA
16S-C-C10-L1,NA,default,C,1,NA
16S-C-D10-L1,NA,default,C,1,NA
16S-C-E10-L1,NA,default,C,1,NA
16S-C-F10-L1,NA,default,C,1,NA
16S-C-G10-L1,NA,default,C,1,NA
16S-C-H10-L1,NA,default,C,1,NA
16S-C-A11-L1,NA,default,C,1,NA
16S-C-B11-L1,NA,default,C,1,NA
16S-C-C11-L1,NA,default,C,1,NA
16S-C-D11-L1,NA,default,C,1,NA
16S-C-E11-L1,NA,default,C,1,NA
16S-C-F11-L1,NA,default,C,1,NA
16S-C-G11-L1,NA,default,C,1,NA
16S-C-H11-L1,NA,default,C,1,NA
16S-C-A12-L1,NA,default,C,1,NA
16S-C-B12-L1,NA,default,C,1,NA
16S-C-C12-L1,NA,default,C,1,NA
16S-C-D12-L1,NA,default,C,1,NA
16S-C-E12-L1,NA,default,C,1,NA
16S-C-F12-L1,NA,default,C,1,NA
16S-C-G12-L1,NA,default,C,1,NA
16S-C-H12-L1,NA,default,C,1,NA
16S-C-A1-L2,NA,default,C,2,NA
16S-C-B1-L2,NA,default,C,2,NA
16S-C-C1-L2,NA,default,C,2,NA
16S-C-D1-L2,NA,default,C,2,NA
16S-C-E1-L2,NA,default,C,2,NA
16S-C-F1-L2,NA,default,C,2,NA
16S-C-G1-L2,NA,default,C,2,NA
16S-C-H1-L2,NA,default,C,2,NA
16S-C-A2-L2,NA,default,C,2,NA
16S-C-B2-L2,NA,default,C,2,NA
16S-C-C2-L2,NA,default,C,2,NA
16S-C-D2-L2,NA,default,C,2,NA
16S-C-E2-L2,NA,default,C,2,NA
16S-C-F2-L2,NA,default,C,2,NA
16S-C-G2-L2,NA,default,C,2,NA
16S-C-H2-L2,NA,default,C,2,NA
16S-C-A3-L2,NA,default,C,2,NA
16S-C-B3-L2,NA,default,C,2,NA
16S-C-C3-L2,NA,default,C,2,NA
16S-C-D3-L2,NA,default,C,2,NA
16S-C-E3-L2,NA,default,C,2,NA
16S-C-F3-L2,NA,default,C,2,NA
16S-C-G3-L2,NA,default,C,2,NA
16S-C-H3-L2,NA,default,C,2,NA
16S-C-A4-L2,NA,default,C,2,NA
16S-C-B4-L2,NA,default,C,2,NA
16S-C-C4-L2,NA,default,C,2,NA
16S-C-D4-L2,NA,default,C,2,NA
16S-C-E4-L2,NA,default,C,2,NA
16S-C-F4-L2,NA,default,C,2,NA
16S-C-G4-L2,NA,default,C,2,NA
16S-C-H4-L2,NA,default,C,2,NA
16S-C-A5-L2,NA,default,C,2,NA
16S-C-B5-L2,NA,default,C,2,NA
16S-C-C5-L2,NA,default,C,2,NA
16S-C-D5-L2,NA,default,C,2,NA
16S-C-E5-L2,NA,default,C,2,NA
16S-C-F5-L2,NA,default,C,2,NA
16S-C-G5-L2,NA,default,C,2,NA
16S-C-H5-L2,NA,default,C,2,NA
16S-C-A6-L2,NA,default,C,2,NA
16S-C-B6-L2,NA,default,C,2,NA
16S-C-C6-L2,NA,default,C,2,NA
16S-C-D6-L2,NA,default,C,2,NA
16S-C-E6-L2,NA,default,C,2,NA
16S-C-F6-L2,NA,default,C,2,NA
16S-C-G6-L2,NA,default,C,2,NA
16S-C-H6-L2,NA,default,C,2,NA
16S-C-A7-L2,NA,default,C,2,NA
16S-C-B7-L2,NA,default,C,2,NA
16S-C-C7-L2,NA,default,C,2,NA
16S-C-D7-L2,NA,default,C,2,NA
16S-C-E7-L2,NA,default,C,2,NA
16S-C-F7-L2,NA,default,C,2,NA
16S-C-G7-L2,NA,default,C,2,NA
16S-C-H7-L2,NA,default,C,2,NA
16S-C-A8-L2,NA,default,C,2,NA
16S-C-B8-L2,NA,default,C,2,NA
16S-C-C8-L2,NA,default,C,2,NA
16S-C-D8-L2,NA,default,C,2,NA
16S-C-E8-L2,NA,default,C,2,NA
16S-C-F8-L2,NA,default,C,2,NA
16S-C-G8-L2,NA,default,C,2,NA
16S-C-H8-L2,NA,default,C,2,NA
16S-C-A9-L2,NA,default,C,2,NA
16S-C-B9-L2,NA,default,C,2,NA
16S-C-C9-L2,NA,default,C,2,NA
16S-C-D9-L2,NA,default,C,2,NA
16S-C-E9-L2,NA,default,C,2,NA
16S-C-F9-L2,NA,default,C,2,NA
16S-C-G9-L2,NA,default,C,2,NA
16S-C-H9-L2,NA,default,C,2,NA
16S-C-A10-L2,NA,default,C,2,NA
16S-C-B10-L2,NA,default,C,2,NA
16S-C-C10-L2,NA,default,C,2,NA
16S-C-D10-L2,NA,default,C,2,NA
16S-C-E10-L2,NA,default,C,2,NA
16S-C-F10-L2,NA,default,C,2,NA
16S-C-G10-L2,NA,default,C,2,NA
16S-C-H10-L2,NA,default,C,2,NA
16S-C-A11-L2,NA,default,C,2,NA
16S-C-B11-L2,NA,default,C,2,NA
16S-C-C11-L2,NA,default,C,2,NA
16S-C-D11-L2,NA,default,C,2,NA
16S-C-E11-L2,NA,default,C,2,NA
16S-C-F11-L2,NA,default,C,2,NA
16S-C-G11-L2,NA,default,C,2,NA
16S-C-H11-L2,NA,default,C,2,NA
16S-C-A12-L2,NA,default,C,2,NA
16S-C-B12-L2,NA,default,C,2,NA
16S-C-C12-L2,NA,default,C,2,NA
16S-C-D12-L2,NA,default,C,2,NA
16S-C-E12-L2,NA,default,C,2,NA
16S-C-F12-L2,NA,default,C,2,NA
16S-C-G12-L2,NA,default,C,2,NA
16S-C-H12-L2,NA,default,C,2,NA
16S-C-A1-L3,COMMONS-plate1-,COMMONSlab,C,3,NA
